cleaned_text,Label
beli semua paket yang disaranin skincare all out semua produk gas cocok dibadan auto langganan seumur hidup,netral
tekstur sunscreen azarine sangat lembut mudah diaplikasikan dan tidak lengket simpel suncreen plus moisturizer jadi tidak ribet,netral
datangnya tepat waktu mustika ratu memang expaetnya masih lama 2027 saya memakai zaitun body soap lembut dan melembabkan kulit,netral
barang ori semoga cocok sama istri saya terima kasih,netral
produk nya sangat baik,netral
pake dari belasan taun lalu mantep ga ada efek samping samsek alami juga jafi ga ngerusak rambut,netral
kemasan super aman produksi bagus,positif
barang okee,netral
bagus udh repurchase berkali kali hair tonicnya ngaruh banget,positif
pengiriman super kilat sehari sampe selalu keren somethic sering kasih2 freebies kerennn biasanya sampe produk sekarang pdf tas,netral
bagus warnanya untuk sawo matang dan pengirimannya surprisingly cepet banget hahaha mantap,positif
tahan lama waterproof bikin bulu mata jdi lentikkk,netral
andalan,netral
alhamdulillah cocok sm tipe rambut saya respon cepat pengiriman cepat cara pakai jg spt shampoo biasa nya,netral
pakatnya sudah sampai kemaren tonic nya belum aku coba smoga bisa menyuburkan rambutku yg tipis bagian depan,netral
pdhl udh ada tulisan fragile msh jg paketnya dilempar ampun deh kurir untungnya packing somethinc selalu dus dan ada bubble wrap tebal didlmnya,netral
aromanya persis bgt sm body lotion jolly enaaaakkk bangett untuk ketahanan masih belum tau karna masih baru banget dateng semoga awet hihi so far puas bgt sm tokony,negatif
barang sudah diterima dengan baik pengemasan baik pengiriman cepat,netral
pengiriman cepat semoga cocok utk mengurangi menghilangkan ketombe selamanya,netral
bagus untuk bersihkan muka dan cocok juga untuk kulit aku yg beejerawat bersih angkat kotoran muka ga iritasi ga gatel dan ga perih juga,positif
order jam 10 malam jam 11 malam langsung di pisk up kurir keren banget sih ini d dan 2 hari langsung sampai ke batang jateng cepat banget packing an nya juar,netral
pengiriman cepat shade sesuai dengan yg dipesan thx,netral
enakeun pokok na mahhh,netral
barang sesuai pesanan packing aman pengiriman cepat baru coba produk ini semoga cocok mengatasi rambutku yang rontok,netral
awal di semprotin wangi nya menyengat sekali sampe nyesek ke hidung tapi lama kelamaan wangi nya soft dan enak bangett thanks seller,negatif
lucuu bangettt warnanyaa jugaa gemass,netral
ini wanginya enak mewah wangi2 orang kaya koleksi ketiga scarlet aku,negatif
kemasan nya lucu tahan lama,negatif
bagus bahan adem rekomendasi kualitas produk bagus,negatif
produk diterima baik sudah sering pakai,netral
kemasannya rapi kualitas barangnya bagus wangi cocok untuk kulit saya sampainya tepat waktu pelayanannya mustika ratu memang,positif
alhamdulillah paketnya sudah sampai masyaallah wangi banget sesuai ekspetasi next time order lain lagi,negatif
sesuai dengan pesanan l pengiriman cepat kurir ramah beli karna cocok dapet harga diskonan lumayan banget,netral
selalu puas belanja d sini produk original cocok d kulit,positif
suka bgt sama facial wash dari garnier yang ini soalnya bikin kulit jadi ngrasa lebih bersih terus packing nya yang aman karena dikasih kardus jadinya sampe rumah aman,netral
packaging oke sesuai pesanan dan alhamdulillah selamat sampai ditujuan terimakasih,netral
wanginya lumayan enak soft tapi tetep berasa alkoholnya lebih enak yang flower bouquet,netral
bahannya ringan tahan lama cocok bgt terimakasih seller,netral
produk sesuai packing aman,netral
makasih gan,netral
dapet segede gaban diharga murah,netral
hrg promo mantapp,netral
cepet bgt pengirimannya warnanya cantikkk natural dan yg paling penting ga lengket dan ga kering di bibir nice,netral
bagusss kurirnya ramah pengiriman cepattt,positif
suka bgt sama maskernyaa baunya wangi pengaplikasiannya juga mudah semoga cocok buat wajah,netral
no,netral
kerennn dikasih bonusann juga memang ga pelit somethinc ini,netral
respon penjual sangat baik pesanan cepet di prosesnya utk produk sdh rutin pakai pembelian ke sekian kalinya bahannya lembut meresap di kulit,netral
thank you dapat hadiah,netral
bagussss amannnn cepattt sampaiii mantappp,positif
barang cepat sampai seller responsif,netral
respon cepat packing oke produk sampai sesuai dengan deskripsi,netral
barang sesuai dan makasi banget dikasih tester,netral
respon seller cepat dibungkus bubble wrap tebal aman baru pertama kali coba semoga aja cocok,netral
trima kasih barang udah sampai lengkap dan cepat dpt harga promo juga udah pakei dan cocok untuk kulit saya,netral
cocok sama kulit ku always beli yg shade ini sorry baru kasih review,netral
minyak cem cem nya wangi rambut jadi lembut dan mudah di atur,netral
bagus awet buat makan minum awet pisan cocok sama smua wrna kulit hrga terjangkau kualitas pokonya mah top,positif
bagus,positif
barang langganan cocok skeluarga delivery free ongkir std,netral
bagus hasilnya seperti nya aku sk dan jd langganan,positif
barang sampai dengan aman terima kasihhhhhhh tapi katanya belanja 150k ke atas dapat bonuss ini habis 200 lebih ga dapett,netral
sumpah si wangi bgt aku sukaa mlsh,negatif
pengiriman cepatt mantap,netral
udah dari dulu nyariin yg cocok ketika oksidasi ternyata yg ini makasih akan langganan di sini,netral
bahan nya ringan tekstur nya creamy dan cocok untuk kulit kering,netral
barangnya tiba masih dalam waktu yg dijanjikan kemasan aman shade nya alhamdulillah cocok sih dengan kulit saya ini saya coba pake tanpa skin prep apa2 sebelumnya cum,netral
produk ori sesuai pesanan mksh,netral
cek di alfa ternyata ada juga tapi harga online lebih murah pertama kali coba merk ini semoga cocok,netral
masyaallah minyak wangi yg purple bener bener wangi buaaangeeetttt sukaaaa emang terthebest dah ini scarlett emang gk main main gk pernah gagal klu ada produk baru,negatif
barang sudah diterima dgn baik terimakasih,netral
barangnya bagus murah dan respon cepat,positif
wangi enak n lembuttt uda sering beli,netral
good pokoknya parfum scarlett nya is the best lah harga 39k mantap ya,negatif
alhamdulillah terima kasih packingnya aman dan kualitasnya bagus pengirimannya cepet serta respon penjualnya juga sangat baik semoga sehat selalu,positif
barang smpai dengan selamat tapi biasa kardusny agak penyok tapi barang masih aman sama seperti yang digambar dan wangi banget varian jolly,negatif
disc nya lagi kecil nih coba di besarkan lagi,netral
warna nya cantik dan bisa dipakai kapan aja,netral
bahannya ringan dan beneran sebersih itu selalu repurchase dari dulu,netral
sesuai pesanan amanah selalu toko dan kurir nya,netral
lipstick yang lembut dengan warna yang cantik terasa ringan di bibir,netral
ini bukan power stay sama sekali minum seteguk lipstick langsung berantakan dan terhapus,netral
bagus bangett udah dites pemakaian stain parahh udah dibuat makan ga ilang ilang,positif
packingnya baguuss bangett padahal hanya beli satu saja makasi yaa beli 1 dulu karena masih coba warna dan bahannya cocok atau ndak kalau cocok pasti beli lagi,netral
paking rapi cepet sampai juga kmrn sdh dtg varian garden of whisper baru coba varian purple kiss wanginya soft juga,negatif
penasaran nyobain semua wangi parfum scarlett ini di i mart eh belinya mending ditiktok soalnya kemasan segel dan dijamin masih penuh harga pun lebih murah,negatif
ceritanya uda 6 bulan pakai tiap keramas tetap rontok kadang dikit kadang banyak tetap di coba lagi,netral
selalu cocok sama azarine,netral
kualitas produk oke padahal baru pesen cepet banget pengirimannya wanginya enak ada manis2 nya,negatif
serum langganan aku ampuh buat ngilangin bekas jerawat dapet freebies sampel serum jugak,netral
wanginya beneran tahan lama padahal baru bangettt buat nyoba tapi aku udah sesuka itu sama varian velvet rouge nya pokoknya the best,negatif
udah berkali2 repurchase microcara brow gel nya krn simple banget sisir alis plus warna udah jadi satu gak pake ribet,netral
kualitas produk baik packaging rapi wangi menyegarkan,negatif
sunscreen pernah coba dan cocok kalo facial sama moisturizer belum moga bisa menghempaskan jerawat sih,netral
kualitas oke,netral
bagus mencerahkan tipe kulit kombinasi mudah menyerap cocok sekali tekstur agak lengket tp masih ok,positif
pengiriman lama 10hri baru dateng,netral
thank you seller barangnya sudah sampai dengan aman ke alamat tujuan barang sesuai deskripsi dan tidak ada defectnya thanks,netral
kali pertama cobain udh seminggu masi aman dan lembab jg dimuka ku tks seller,netral
aromanya enak walaupun ga terlalu jasmine lembut dan lembabin kulit tanpa lengket berlebihan produk exp 03 2027,netral
kemarin coba cleansing balm yg kecil 5gr eh kok cocok beli deh yg 40gr btw kayaknya somethinc suka banget ya kasih hadiah saya tiap pesan pasti dapat hadiah,netral
ori kualitas bagus dapet surprise gift foundation yang cocok buat muka make over the best,positif
barangnya bagus ringan di wajah aman jg dikulit malasih skintific,positif
shade warnanya sesuai dan cantik,netral
bagus tidak iritasi,positif
bagussssss bahannya ringan cocok dikulit,positif
sekarang kemasan yang baru makin cakepp yaaa yang biru aku udh beli lamaa banget tahun lalu ditiktok sie azarine bner bagus banget cocok diaku next nyoba yang ini,positif
wanginya mewah banget parfum yang cocok untuk kondangan indoor kl gk salah inget harum ini wanginya kyk parfum b lgar i thanks scarlett pengemasannya rapih dan cep,negatif
ringan dan membuat wajah lbh cerah dipakai setiap hari dpt free 1 sachet,netral
barang sampai dalam kondisi baik sesuai dengan deskripsi yang tertera sejauh ini cocok di kulit ibu saya suka,netral
pembelian kedua cocok di kulit,netral
favorit banget selalu pakai ini untuk bikin ombre dikombinasi dengan lipstik lain warna nudenya cakep banget di bibir lembab dan nyaman dipakai,netral
cwee bangettt maniss memikat wanginya tahan lama bikin nyaman scarlett sweet memories,negatif
sesuai pesanan klk blnja di sini sdh pasti datang dngn selamat dan cepat,netral
cocok banget di bibir aku warna mlbb btw kulit aku neutral undertone kuning langsat skintone cuman buat setnya emang lebih lama dari pada mybline,netral
untuk somethinc niacinemaide 5 sepertinya cocok dikulitku untuk dark spot masih belum nyoba,netral
barangnya cepat sampai kondisinya baik expired nya jga masih lama tahun 2027 sesuai dengan pesanan,netral
mau kasih saran utk mustika ratu lebih baik di tambah bagian tutupnya tersegel biar terjamin keasliannya thx yya,netral
barang sesuai deskripsi fast response recommended seller,netral
produk telah sampai di tujuan sesuai dengan pesanan kualitas produk ya masih bagus banget warna ya sesuai dengan yang saya pesan kadarluarsa barang ya juga masih lama dan,positif
favorit aku bangetttttt,netral
yeayyyyy akhirnyaaaaaa sampe jugaaaa semoga cocok untuk anak gadisku lumayan dapat harga promo mana paket komplit pula expired nya juga masih lama masih 2027,netral
gatau deh aku udah hampir setaun pake somethinc sampe dikira temenku suntik putih,netral
kecewa tidak dpt hadiah,netral
barang sesuai pesanan cepat sampai seller responsif,netral
hampir mau ajukan complain krn paketnya nyasar ke tetangga cepet bgt ngabisin lip color ini suka krn warnanya cocok tolong banyakin warna mlbb atau rabbit tounge,netral
primernya bagus cocok dikulit tahan lama juga kalo pake priimer ini,positif
alhamdulillah barang telah sampai dan sesuai dengan pemesanan,netral
ringan cocok d kulit kering cepet menyerap,netral
cepet bagus murah istimewa cepet pengemasanya istinewa,positif
paket saya tidak di kirim sama kurirnya,netral
ga terlalu efek sabun ya cepat lembek padahal disimpan dengan baik habis digunakan tidak tersiram terciprat air,netral
ternyata mini yaa kirain besar,netral
lupa order ke berapa kalinya bagus semuanya,positif
udh beli yg ke sekian kali disini,netral
respon pengiriman ok hasil ok,netral
aman,netral
warnanya cantik bahannya ringan cukup tahan lama di bibir,netral
bikin wajah lebih lembut,netral
cocok banget buat kulit sensitif,netral
,netral
wanginya enak busanya juga byk abis pakai sabunnya kulit berasa lembut pengiriman juga cepat packingnya aman,netral
produk ok respon dan pengiriman ok,netral
mantab teksturnya berair bisa untuk kulit yang kering,netral
wangi ya beuhhh segerr banget tahan lama wangi nya bikin aktivitas makin pede apalagi yg lagi sekolah jadi selalu aktif,negatif
cepet sampai rapih pengemasan seller responsif dan dapat bonusan makasih,netral
gampang menyerap dan melembabkan gak terlalu becek di kulit,netral
udah nyampe selalu suka dengan produk dari scarlet,negatif
pengiriman cepat packing rapih dipakaikan buble wrap aman terimakasih,netral
pengiriman tepat waktu parfum sweet memorinya tutupnya tdk kencang tutupnya tdk bisa mengikat jadinya ada yg keluar kotaknta basah dan isinya jadi berkurang,negatif
mau beli offline gk ada stok jadi co dari sini warnanya cocok bgt di kulit sawo matangku,netral
lumayan cepat pengirimannya dan barang sesuai dg pesanan,netral
sudah sampai dan diterima terima kasih cepat sekali beda dg yg satunya masih di hub jakarta pdhal beli di tempa yg sama,netral
moisturizer nya udah sampe baru pertama kali mau coba semoga cocok packaging aman dengan dus,netral
mantap lembut kulit cocok,netral
sesuai pesanan pengemasan baik pengiriman cepat semoga cocok dengan kulit saya terima kasih,netral
udah cocok banget pake cleansing oil nya somethinc,netral
scarlett semua wanginya enak dan tahan lama saya dah beli tiga btl dgn wangi yg berbeda dan swmua wanginya saya suka,negatif
barang di kirim dengan cepat dan mendarat dengan selamat,netral
bauu nya enak banget cocok dipake acara non formal gituu buat healing jalan jalan santai tapi aku co di eau de parfum yang sampe extrait de parfum kenapa ya kak cuman gap,negatif
alhamdulillah paketnya udah dateng lebih cepat dari perkiraan sih wanginya ngikutin rekomendasi di vt dan untungnya syuka walaupun gak se favorit itu next mau nyo,negatif
packingan aman bau parfume soft dan tahan lama,negatif
estu estu cocok saget pulih maleh amin,netral
sampeeeeeeee warna nya agak ga sesuai ekspektasi tapi wangiii kok,netral
bikin rambut lebih halus,netral
haven t tried it but product is packed well,netral
puas chatnya cepet dan detail setiap pertanyaannya packaging rapih,positif
pengiriman cepat dapet diskon lumayan seller up to date bagi info pengiriman belum di unboxing soalnya buat hadiah kemasannya juga bagus ditulis fragile sama seller b,positif
barang sesuai deskripsi hanya packing kurang aman kemasan plastiknya byk patah mgkn lebih baik lagi kedepannya,netral
